'00','01','02','03','04','05','06','10','11','12','13','14','15','16','20','21','22','23','24','25','26','30','31','32','33','34','35','36','40','41','42','43','45','46','50','51','52','53','54','55','56','60','61','62','63','64','65','66','coup'
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,0,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,2,1,0,1,1,1,1,0,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,2,1,0,1,1,1,1,0,1,2,1,1,1,0
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,2,1,0,1,1,1,0,0,1,2,2,1,1,2
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,2,1,0,1,1,1,0,0,0,2,2,1,2,5
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,2,1,0,1,1,1,0,0,0,2,2,0,2,4
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,2,1,0,0,1,1,0,0,0,2,2,0,2,5
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,2,1,0,0,2,1,0,0,0,2,2,0,2,0
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,4
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,1,2,2,1,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,0
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,0,1,2,2,1,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,0
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,0,0,1,2,2,1,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,4
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,0,0,1,1,0,0,1,2,2,1,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,4
1,1,1,2,1,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,2,1,1,0,0,1,1,0,0,1,2,2,1,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,4
1,1,1,2,2,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,2,1,1,0,0,1,1,0,0,1,2,2,1,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,5
1,1,1,2,2,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,2,1,1,0,0,1,1,0,0,1,2,2,0,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,5
1,1,1,2,2,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,2,1,1,0,0,2,1,0,0,1,2,2,0,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,1
1,1,1,2,2,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,2,0,1,0,0,2,1,0,0,1,2,2,0,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,1
1,1,1,2,2,1,1,1,1,1,2,0,1,1,1,2,1,2,2,1,1,2,0,1,0,0,2,1,0,0,1,2,2,0,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,0
1,1,1,2,2,1,1,1,2,1,2,0,1,1,0,2,1,2,2,1,1,2,0,1,0,0,2,1,0,0,1,2,2,0,1,0,2,1,0,0,2,1,0,0,0,2,2,0,2,2
1,1,1,2,2,1,1,1,2,1,2,0,1,1,0,2,1,2,2,1,1,2,0,1,0,0,2,1,0,0,1,2,2,0,1,0,2,0,0,0,2,1,0,0,0,2,2,0,2,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,0,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,2,0,1,1,2,1,0,0,3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,2,0,1,1,2,1,0,0,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,2,0,1,2,2,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,2,0,1,2,2,1,0,0,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,1,2,0,1,1,2,0,1,2,2,1,0,0,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,2,1,1,1,0,1,2,0,1,1,2,0,1,2,2,1,0,0,2
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,0,2,1,1,1,0,1,2,0,1,1,2,0,1,2,2,1,0,0,2
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,0,2,1,1,1,0,1,2,0,1,1,2,0,1,2,2,1,0,0,1
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,0,2,1,1,1,0,1,2,0,1,1,2,0,0,2,2,1,0,0,2
1,1,1,0,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,0,1,2,0,1,0,2,0,0,2,2,2,0,0,0
1,1,1,0,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,0,1,0,2,1,1,1,0,1,2,0,1,0,2,0,0,2,2,2,0,0,0
1,1,1,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,2,2,1,1,1,0,1,0,2,1,1,1,0,1,2,0,1,0,2,0,0,2,2,2,0,0,0
1,1,1,0,1,1,1,2,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,2,2,1,1,1,0,1,0,2,1,1,1,0,1,2,0,1,0,2,0,0,2,2,2,0,0,0
0,1,1,0,1,1,1,2,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,2,2,1,1,1,0,1,0,2,1,1,1,0,1,2,0,1,0,2,0,0,2,2,2,0,0,1
0,1,1,0,1,1,1,2,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,2,2,1,1,1,0,1,0,2,1,1,1,0,2,2,0,1,0,2,0,0,2,2,2,0,0,1
0,1,1,0,1,1,1,2,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,2,2,1,1,1,0,0,0,2,1,1,1,0,2,2,0,1,0,2,0,0,2,2,2,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,2,2,2,1,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,0,0,2,1,1,0,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,0,0,2,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,0,0,2,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,2,2,2,1,1,1,2,0,0,2,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,0,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,0,1,3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,0,1,5
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,1,2,1,0,1,5
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,0,1,2,1,0,1,1,2,1,0,1,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,0,1,2,1,0,1,2,2,1,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,1,0,1,1,0,1,2,1,0,1,2,2,1,0,1,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,1,0,1,2,0,1,2,1,0,1,2,2,1,0,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,2,1,1,1,1,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,0,2,1,1,1,1,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,3
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,0,2,1,1,1,1,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,2
1,1,1,0,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1,1,0,2,1,1,1,1,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,0
1,1,1,0,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1,1,0,2,1,1,1,0,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,0
1,1,1,0,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,0
1,1,1,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,1,6
1,1,1,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,2,2
1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,1,0,2,4
1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,2,2,1,0,1,0,1,2,0,1,2,1,0,0,2,2,2,0,2,6
1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,2,2,1,0,1,0,1,2,0,1,2,0,0,0,2,2,2,0,2,6
1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,2,2,1,0,2,0,1,2,0,1,2,0,0,0,2,2,2,0,2,6
1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,1,2,1,0,2,1,1,0,0,1,2,2,1,0,2,0,1,2,0,1,2,0,0,0,2,2,2,0,2,6
1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,2,2,1,0,2,1,1,0,0,1,2,2,1,0,2,0,1,2,0,1,2,0,0,0,2,2,2,0,2,6
1,1,0,0,1,1,1,1,1,2,0,1,1,0,0,1,2,2,1,1,2,2,1,0,2,1,1,0,0,1,2,2,1,0,2,0,1,2,0,1,2,0,0,0,2,2,2,0,2,6
1,1,0,0,1,1,2,1,1,2,0,1,1,0,0,1,2,2,1,1,2,2,1,0,2,1,1,0,0,1,2,2,1,0,2,0,1,2,0,1,2,0,0,0,2,2,2,0,2,0
1,1,0,0,1,1,2,0,1,2,0,1,1,0,0,1,2,2,1,1,2,2,1,0,2,1,1,0,0,1,2,2,1,0,2,0,1,2,0,1,2,0,0,0,2,2,2,0,2,0
2,1,0,0,1,1,2,0,1,2,0,1,1,0,0,1,2,2,1,1,2,2,1,0,2,1,1,0,0,1,2,2,1,0,2,0,1,2,0,1,2,0,0,0,2,2,2,0,2,1
2,1,0,0,1,1,2,0,1,2,0,1,1,0,0,1,2,2,1,1,2,2,1,0,2,1,1,0,0,1,2,2,1,0,2,0,0,2,0,1,2,0,0,0,2,2,2,0,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,0,2,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,0,2,2,0,2,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,0,1,1,0,2,2,0,2,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,0,1,1,0,2,2,0,2,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,0,0,2,0,1,1,0,2,2,0,2,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,2,0,0,2,0,1,1,0,2,2,0,2,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,1,1,1,0,2,2,1,1,1,2,0,0,2,0,1,0,0,2,2,0,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,2,1,1,2,0,0,2,0,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0,0,1,2,1,1,2,0,0,2,0,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,1,2,1,1,2,0,0,2,0,0,2,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,1,2,0,1,2,0,0,2,0,0,2,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,0,0,1,2,0,1,2,0,0,2,0,0,2,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,1,1,1,1,2,0,0,1,2,0,1,2,0,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,2,2,2,1,1,1,1,2,0,0,1,2,0,1,2,0,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,2,1,1,1,1,2,2,2,1,1,1,1,2,0,0,1,2,0,1,2,0,0,2,0,0,2,2
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,0,2,1,1,1,1,2,2,2,1,1,1,1,2,0,0,1,2,0,1,2,0,0,2,0,0,2,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,0,0,2,1,1,1,1,2,2,2,1,1,1,1,2,0,0,1,2,0,1,2,0,0,2,0,0,2,0
1,1,0,1,1,1,1,2,1,0,1,1,1,1,0,2,2,1,1,1,1,0,0,2,1,1,1,1,2,2,2,1,1,1,1,2,0,0,1,2,0,2,2,0,0,2,0,0,2,4
1,1,0,1,1,1,1,2,1,0,1,1,1,1,0,2,2,1,1,1,1,0,0,2,1,1,1,1,2,2,2,1,0,1,1,2,0,0,1,2,0,2,2,0,0,2,0,0,2,4
1,1,0,1,1,1,1,2,1,0,1,1,1,1,0,2,2,1,1,1,1,0,0,2,1,2,1,1,2,2,2,1,0,0,1,2,0,0,1,2,0,2,2,0,0,2,0,0,2,5
1,1,0,1,1,1,1,2,1,0,1,1,1,1,0,2,2,1,1,1,1,0,0,2,1,2,2,1,2,2,2,1,0,0,1,2,0,0,1,2,0,2,2,0,0,2,0,0,2,6
1,1,0,1,1,1,1,2,1,0,1,1,1,1,0,2,2,1,1,1,1,0,0,2,1,2,2,1,2,2,2,1,0,0,0,2,0,0,1,2,0,2,2,0,0,2,0,0,2,4
1,1,0,1,1,1,1,2,0,0,1,1,1,1,0,2,2,1,2,1,1,0,0,2,1,2,2,1,2,2,2,1,0,0,0,2,0,0,1,2,0,2,2,0,0,2,0,0,2,4
1,1,0,1,1,1,1,2,0,0,1,2,1,1,0,2,2,1,2,1,1,0,0,2,1,2,2,1,2,2,2,1,0,0,0,2,0,0,0,2,0,2,2,0,0,2,0,0,2,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,1,1,2,1,0,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,2,1,2,1,0,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,2,0,2,1,0,1,3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,2,0,2,1,0,1,5
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,1,0,1,2,1,1,2,0,2,1,0,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,0,1,0,1,2,1,1,2,0,2,1,0,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,2,1,1,0,1,0,1,2,1,1,2,0,2,1,0,1,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,2,1,1,0,0,0,1,2,1,1,2,0,2,1,0,1,5
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,2,1,2,1,2,1,1,0,0,0,1,2,1,1,2,0,2,1,0,1,5
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,0,1,2,1,1,2,1,2,1,2,1,1,0,0,0,1,2,1,1,2,0,2,1,0,1,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,1,1,2,2,2,1,2,1,1,0,0,0,1,2,1,0,2,0,2,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1,2,1,0,1,2,1,1,2,2,2,1,2,1,2,0,0,0,1,2,1,0,2,0,2,0,0,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0
